track_name,artist_name,artist_count,released_year,released_month,released_day,streams,in_spotify_playlists,in_spotify_charts,bpm,key_signature,mode_type,danceability_percent,valence_percent,energy_percent,acousticness_percent,instrumentalness_percent,liveness_percent,speechiness_percent
"Seven (feat. Latto) (Explicit Ver.)","Latto, Jung Kook",2,2023,7,14,553,147,141381703,43,263,45,10,826,125,0,0,80,89
LALA,"Myke Towers",1,2023,3,23,1474,48,133716286,48,126,58,14,382,92,0,0,71,61
vampire,"Olivia Rodrigo",1,2023,6,30,1397,113,140003974,94,207,91,14,949,138,0,0,51,32
"Cruel Summer","Taylor Swift",1,2019,8,23,7858,100,800840817,116,207,125,12,548,170,0,0,55,58
"WHERE SHE GOES","Bad Bunny",1,2023,5,18,3133,50,303236322,84,133,87,15,425,144,0,0,65,23
Sprinter,"Dave, Central Cee",2,2023,6,1,2186,91,183706234,67,213,88,17,946,141,0,0,92,66
"Ella Baila Sola","Eslabon Armado, Peso Pluma",2,2023,3,16,3090,50,725980112,34,222,43,13,418,148,0,0,67,83
Columbia,Quevedo,1,2023,7,7,714,43,58149378,25,89,30,13,194,100,0,0,67,26
fukumean,Gunna,1,2023,5,15,1096,83,95217315,60,210,48,11,953,130,0,0,85,22
"La Bebe - Remix","Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,553634067,49,110,66,13,339,170,0,0,81,56
"un x100to","Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438,41,205,54,12,251,83,0,0,57,56
"Super Shy",NewJeans,1,2023,7,7,422,55,58255150,37,202,21,5,168,150,0,0,78,52
Flowers,"Miley Cyrus",1,2023,1,12,12211,115,1316855716,300,215,745,58,1,118,0,0,71,65
Daylight,"David Kushner",1,2023,4,14,3528,98,387570742,80,156,182,24,1,130,0,0,51,32
"As It Was","Harry Styles",1,2022,3,31,23575,130,2147483647,403,198,863,46,0,174,0,0,52,66
"Kill Bill",SZA,1,2022,12,8,8109,77,1163093654,183,162,161,12,187,89,0,0,64,43
"Cupid - Twin Ver.","Fifty Fifty",1,2023,2,24,2942,77,496795686,91,212,78,6,0,120,0,0,78,76
"What Was I Made For? [From The Motion Picture "Barbie"]","Billie Eilish",1,2023,7,13,873,104,30546883,80,227,95,24,1,78,0,0,44,14
"Classy 101","Feid, Young Miko",2,2023,3,31,2610,40,335222234,43,100,54,14,187,100,0,0,86,67
"Like Crazy",Jimin,1,2023,3,24,596,68,363369738,8,104,23,2,29,120,0,0,63,36
"LADY GAGA","Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,332,26,86444842,11,163,10,4,0,140,0,0,65,87
"I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ","Taylor Swift",1,2023,7,7,516,38,52135248,73,119,42,1,150,123,0,0,69,82
"I Wanna Be Yours","Arctic Monkeys",1,2013,1,1,12859,110,1297026226,24,98,582,2,73,135,0,0,48,44
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,200647221,17,152,32,11,139,133,0,0,85,81
"Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series)","The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,87,115364561,74,182,87,14,1,99,0,0,85,83
"SABOR FRESA","Fuerza Regida",1,2023,6,22,250,26,78300654,16,149,10,5,168,130,0,0,79,96
"Calm Down (with Selena Gomez)","Rï¿½ï¿½ma, Selena G",2,2022,3,25,7112,77,899183384,202,119,318,38,96,107,0,0,80,82
"MOJABI GHOST","Tainy, Bad Bunny",2,2023,6,29,859,40,61245289,35,109,41,14,211,122,0,0,81,74
"Last Night","Morgan Wallen",1,2023,1,31,2420,19,429829812,52,107,15,1,325,204,0,0,52,52
"Dance The Night (From Barbie The Album)","Dua Lipa",1,2023,5,25,2988,101,127408954,0,0,143,38,0,110,0,0,67,78
Rush,"Troye Sivan",1,2023,7,13,864,78,22581161,71,135,50,1,294,126,0,0,74,35
TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,52294266,20,185,13,8,197,168,0,0,56,63
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510,113,149,245,23,27,98,0,0,71,17
Anti-Hero,"Taylor Swift",1,2022,10,21,9082,56,999748277,242,142,165,9,310,97,0,0,64,51
TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393,115,123,184,18,354,180,0,0,72,61
"Los del Espacio","Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,2023,6,1,1150,31,123122413,22,33,34,7,184,120,0,0,81,63
"Frï¿½ï¿½gil (feat. Grupo Front","Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,672,34,188933502,19,108,24,9,212,150,0,0,61,39
"Blank Space","Taylor Swift",1,2014,1,1,11434,53,1355959075,154,123,410,2,81,96,0,0,75,57
Style,"Taylor Swift",1,2014,1,1,7830,42,786181836,94,111,151,4,82,95,0,0,60,48
TQM,"Fuerza Regida",1,2023,5,19,584,28,176553476,16,159,15,6,100,125,0,0,79,96
"El Azul","Junior H, Peso Pluma",2,2023,2,10,692,25,354495408,10,107,6,3,62,144,0,0,56,84
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone, Swae Lee",2,2018,10,9,24094,78,2147483647,372,117,843,4,69,90,0,0,76,91
"I'm Good (Blue)","Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169,291,184,537,45,727,128,0,0,56,38
"See You Again","Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291,77,58,247,1,311,79,0,0,56,58
"Barbie World (with Aqua) [From Barbie The Album]","Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,1117,80,65156199,82,145,65,16,1,144,0,0,77,75
"Angels Like You","Miley Cyrus",1,2020,11,27,3372,19,570515054,65,48,138,1,102,122,0,0,67,49
"I Ain't Worried",OneRepublic,1,2022,5,13,8431,76,1085685420,241,127,458,37,332,140,0,0,71,82
"Die For You","The Weeknd",1,2016,11,24,2483,59,1647990401,68,21,24,0,259,134,0,0,59,51
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2147483647,281,137,"2,445",1,140,186,0,0,68,49
"Die For You - Remix","Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108,87,86,74,1,16,67,0,0,53,50
"El Cielo","Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,1298,38,107753850,44,64,57,10,110,106,0,0,72,17
"Baby Don't Hurt Me","David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666,145,111,213,11,810,128,0,0,60,23
AMARGURA,"Karol G",1,2023,2,24,1133,39,153372011,14,71,23,10,176,107,0,0,92,55
"(It Goes Like) Nanana - Edit","Peggy Gou",1,2023,6,15,2259,59,57876440,0,0,109,17,0,130,0,0,67,96
"Another Love","Tom Odell",1,2012,10,15,18371,83,1813673666,250,122,"3,394",19,0,123,0,0,45,13
"Blinding Lights","The Weeknd",1,2019,11,29,43899,69,2147483647,672,199,"3,421",20,0,171,0,0,50,38
Moonlight,"Kali Uchis",1,2023,2,24,2649,42,256483385,67,79,57,1,615,137,0,0,64,88
"La Bachata","Manuel Turizo",1,2022,5,26,6804,45,1214083358,139,111,161,15,210,125,0,0,84,85
S91,"Karol G",1,2023,7,14,525,41,16011326,34,115,39,6,216,128,0,0,86,42
cardigan,"Taylor Swift",1,2020,7,24,7923,29,812019557,106,112,142,4,215,130,0,0,61,53
Tï¿½ï¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664,27,17,73,4,167,130,0,0,86,59
"Boy's a liar Pt. 2","PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624,154,84,102,14,37,133,0,0,70,86
"Left and Right (Feat. Jung Kook of BTS)","Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240,38,0,4,0,0,101,0,0,88,72
BESO,"Rauw Alejandro, ROSALï¿½",2,2023,3,24,4053,50,357925728,82,121,182,12,171,95,0,0,77,53
"Hey Mor","Ozuna, Feid",2,2022,10,6,4637,38,674072710,63,79,89,11,16,98,0,0,90,40
Yellow,"Chris Molitor",1,1999,1,1,31358,43,1755214421,196,2,"4,053",5,0,173,0,0,43,28
Karma,"Taylor Swift",1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,0,0,64,10
People,Libianca,1,2022,12,2,3506,56,373199958,105,64,169,8,529,198,0,0,59,71
Overdrive,"Post Malone",1,2023,7,14,410,36,14780425,36,32,31,1,26,140,0,0,56,48
"Enchanted (Taylor's Version)","Taylor Swift",1,2023,7,7,148,24,39578178,32,93,8,2,5,82,0,0,51,22
"BABY HELLO","Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102,42,80,58,3,169,130,0,0,77,84
"Heat Waves","Glass Animals",1,2020,6,28,22543,63,2147483647,386,144,707,28,0,81,0,0,76,53
"golden hour",JVKE,1,2022,7,15,4511,36,751134527,70,58,109,18,230,94,0,0,51,14
"Sweater Weather","The Neighbourhood",1,2012,5,14,16413,61,2147483647,166,87,"1,056",1,0,124,0,0,61,41
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093,94,65,164,14,176,128,0,0,62,55
"Viva La Vida",Coldplay,1,2008,1,1,33898,62,1592909789,233,0,"4,095",9,0,138,0,0,49,42
"Here With Me",d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,84,132,0,0,58,27
"Unholy (feat. Kim Petras)","Sam Smith, Kim Petras",2,2022,9,22,8576,42,1230675890,216,108,331,26,154,131,0,0,71,24
"Yandel 150","Yandel, Feid",2,2022,12,20,3618,38,585695368,47,74,80,14,194,168,0,0,78,58
"CORAZï¿½ï¿½N VA","Maria Becerra",1,2023,6,22,370,20,43857627,12,16,18,4,93,98,0,0,68,40
Riptide,"Vance Joy",1,1975,1,1,31123,55,2009094673,300,65,"1,003",1,0,102,0,0,48,50
"Until I Found You (with Em Beihold) - Em Beihold Version","Em Beihold, Stephen Sanchez",2,2022,4,22,2790,30,600976848,60,96,71,0,115,101,0,0,34,32
"Novidade na ï¿½ï¿","Mc Livinho, DJ Matt D",2,2023,6,23,267,9,39709092,9,6,25,2,72,130,0,0,63,36
"Back To December (Taylor's Version)","Taylor Swift",1,2023,7,7,139,17,39228929,16,72,5,0,8,142,0,0,50,20
"STAY (with Justin Bieber)","Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2147483647,492,99,798,31,0,170,0,0,59,48
"El Merengue","Marshmello, Manuel Turizo",2,2023,3,3,2114,44,223633238,80,75,110,11,323,124,0,0,78,70
"Someone You Loved","Lewis Capaldi",1,2018,11,8,17836,53,2147483647,440,125,"1,800",0,0,110,0,0,50,45
"Me Porto Bonito","Chencho Corleone, Bad Bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,49,92,0,0,91,43
Makeba,Jain,1,2015,6,22,6060,53,165484133,150,148,"2,703",22,1,116,0,0,82,40
"MONTAGEM - FR PUNK","Ayparia, unxbected",2,2012,6,20,641,50,58054811,1,52,8,0,1,129,0,0,63,84
"Fast Car","Luke Combs",1,2023,3,24,1446,12,157058870,57,97,35,0,429,98,0,0,71,67
"What It Is (Solo Version)",Doechii,1,2023,3,17,804,25,95131998,29,76,24,0,162,172,0,0,74,76
"Coco Chanel","Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,28,89,29,5,82,150,0,0,68,14
"Donï¿½ï¿½ï¿½t Bl","Taylor Swift",1,2017,11,8,4875,23,685032533,19,45,0,0,10,136,0,0,62,19
"Still With You","Jung Kook",1,2020,6,5,31,39,38411956,2,107,8,0,0,88,0,0,53,34
"All My Life (feat. J. Cole)","J. Cole, Lil Durk",2,2023,5,12,2175,23,144565150,69,145,69,2,478,143,0,0,83,69
"Say Yes To Heaven","Lana Del Rey",1,2023,3,17,2000,46,127567540,49,105,63,1,0,100,0,0,49,17
Snooze,SZA,1,2022,12,9,2839,25,399686758,58,156,42,1,236,143,0,0,56,39
"Summertime Sadness","Lana Del Rey",1,2011,1,1,20333,52,983637508,89,143,"1,632",3,200,112,0,0,56,24
"Take Two",BTS,1,2023,6,9,674,47,118482347,20,106,25,4,78,93,0,0,62,57
Lover,"Taylor Swift",1,2012,1,1,8448,23,882831184,160,110,163,0,5,206,0,0,43,50
"Too Many Nights (feat. Don Toliver & with Future)","Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165,17,119,19,2,266,88,0,0,68,17
Chemical,"Post Malone",1,2023,4,14,2528,39,172825906,56,91,59,3,486,170,0,0,50,37
Mockingbird,Eminem,1,2004,1,1,12985,61,1241559043,49,98,"2,394",5,204,84,0,0,62,24
"New Jeans",NewJeans,1,2023,7,7,77,35,29562220,8,166,4,4,34,134,0,0,81,53
"Primera Cita","Carin Leon",1,2022,4,20,266,27,77309611,6,40,6,6,202,158,0,0,54,50
"Cold Heart - PNAU Remix","Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52,1605224506,384,135,"1,034",37,312,116,0,0,80,92
Dandelions,"Ruth B.",1,2017,4,28,3423,21,1116995633,41,100,59,1,32,117,0,0,61,45
Bones,"Imagine Dragons",1,2021,3,11,4198,44,838079900,98,108,327,17,153,114,0,0,77,65
"Set Fire to the Rain",Adele,1,2011,1,1,14739,43,1163620694,88,112,"2,163",5,519,108,0,0,61,47
"Money Trees","Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,695,0,458,144,0,0,74,37
"Tak Segampang Itu","Anggi Marito",1,2022,12,2,213,6,179659294,7,6,0,0,48,130,0,0,51,18
LAGUNAS,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,6,22,58,18,39058561,2,106,4,2,184,116,0,0,77,79
"Mine (Taylor's Version)","Taylor Swift",1,2023,7,7,99,15,36912123,21,52,6,1,0,121,0,0,65,49
"Everybody Wants To Rule The World","Tears For Fears",1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,666,112,0,0,64,54
"No Role Modelz","J. Cole",1,2014,12,9,21164,36,1791000570,80,65,476,0,14,100,0,0,70,47
Tattoo,Loreen,1,2023,2,25,2988,59,201660859,74,102,145,18,925,150,0,0,55,30
"Rara Vez","Taiu, Milo j",2,2023,2,8,893,38,248088961,19,23,24,3,88,120,0,0,84,96
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",3,2023,5,12,1094,34,90839753,40,58,47,8,203,127,0,0,82,89
august,"Taylor Swift",1,2020,7,24,7324,22,607123776,25,81,61,1,44,90,0,0,51,42
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345,19,117,8,1,74,128,0,0,75,79
"Miracle (with Ellie Goulding)","Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,638,143,0,0,64,31
Nonsense,"Sabrina Carpenter",1,2022,7,15,2346,27,342897938,69,12,38,8,64,139,0,0,74,68
"Que Vuelvas","Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762,21,110,21,9,71,162,0,0,49,78
"Por las Noches","Peso Pluma",1,2021,6,11,457,24,330346424,8,116,4,3,2,92,0,0,81,39
"Feliz Cumpleaï¿½ï¿½os Fe",Feid,1,2022,8,19,3430,38,601863821,45,69,52,4,3,95,0,0,87,57
"Can't Hold Us (feat. Ray Dalton)","Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,201,44,"6,551",2,0,146,0,0,63,88
"Watermelon Sugar","Harry Styles",1,2019,11,17,21915,34,2147483647,437,115,"1,212",12,0,95,0,0,55,56
"lovely - Bonus Track","Billie Eilish, Khalid",2,2017,8,11,15032,30,2147483647,221,96,"1,078",2,136,115,0,0,35,12
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503,25,59,32,5,88,128,0,0,78,59
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,10,126,7,0,148,130,0,0,82,69
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,0,0,80,74
Radio,"Lana Del Rey",1,2011,1,1,9389,46,284819874,24,122,282,3,368,150,0,0,42,20
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,254,29,22,122,0,0,78,50
505,"Arctic Monkeys",1,2007,4,20,13985,25,1217120710,30,80,588,1,1,140,0,0,52,20
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132,31,37,31,0,189,140,0,0,63,22
"Trance (with Travis Scott & Young Thug)","Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,0,0,75,48
"Tere Vaaste (From "Zara Hatke Zara Bachke")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632,3,88,1,0,52,110,0,0,76,96
Perfect,"Ed Sheeran",1,2017,1,1,16596,13,2147483647,7,0,"2,094",0,0,95,0,0,60,17
"Romantic Homicide",d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,9,132,0,0,56,20
Believer,"Imagine Dragons",1,2017,1,31,18986,23,2147483647,250,121,"2,969",10,31,125,0,0,77,74
"Novo Balanï¿½","Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253,6,9,26,1,66,124,0,0,84,65
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641,5,2,30,2,66,133,0,0,93,68
"Without Me",Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,0,112,0,0,92,67
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388,17,29,26,3,208,97,0,0,79,92
"Stargirl Interlude","The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90,0,0,59,52
"Ojitos Lindos","Bomba Estï¿½ï¿½reo, Bad B",2,2022,5,6,6135,38,1133865788,71,113,99,13,28,80,0,0,65,27
"Somewhere Only We Know",Keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,558,172,0,0,45,33
"Those Eyes","New West",1,2019,5,10,1507,14,411747614,24,71,44,1,195,120,0,0,60,24
"El Gordo Trae El Mando","Chino Pacas",1,2023,1,27,539,21,255932395,7,71,4,2,13,140,0,0,74,96
"Mi Bello Angel","Natanael Cano",1,2023,6,30,86,8,31873544,7,76,3,1,93,128,0,0,81,90
Bye,"Peso Pluma",1,2023,5,26,324,14,95053634,13,110,8,2,60,122,0,0,78,70
"Danza Kuduro","Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863,119,81,974,1,503,130,0,0,47,86
"Nosso Quadro","Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,14,88,66,3,72,160,0,0,69,61
"Locked Out Of Heaven","Bruno Mars",1,2012,12,5,1622,9,1481349984,0,0,356,0,0,144,0,0,73,87
"Un Finde | CROSSOVER #2","Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275,4,14,12,5,56,192,0,0,50,85
"Jimmy Cooks (feat. 21 Savage)","Drake, 21 Savage",2,2022,6,17,5871,27,618885532,81,121,58,1,34,163,0,0,54,40
"Counting Stars",OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,153,122,0,0,66,48
Ghost,"Justin Bieber",1,2021,3,19,5866,24,1167330737,107,38,95,0,0,154,0,0,61,41
"Under The Influence","Chris Brown",1,2019,10,4,3859,26,929964809,133,181,3,0,0,117,0,0,73,31
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,10,6,15,138,0,0,78,89
Gasolina,"Daddy Yankee",1,2004,7,13,6457,18,657723613,98,95,453,0,454,96,0,0,86,74
"One Dance","Drake, WizKid, Kyla",3,2016,4,4,43257,24,2147483647,433,107,"3,631",0,26,104,0,0,77,36
Enchanted,"Taylor Swift",1,2010,1,1,4564,16,621660989,24,101,113,0,40,164,0,0,45,24
"Save Your Tears","The Weeknd",1,2020,3,20,12688,13,1591223784,197,115,112,0,200,118,0,0,68,61
"Sure Thing",Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,285,81,0,0,68,51
"Every Breath You Take - Remastered 2003","The Police",1,1983,1,6,22439,19,1593270737,211,74,929,0,129,117,0,0,82,73
"The Night We Met","Lord Huron",1,2015,2,2,18515,35,1410088830,70,82,939,1,162,174,0,0,45,10
"We Found Love","Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,321,91,"4,607",1,58,128,0,0,73,60
"When I Was Your Man","Bruno Mars",1,2012,12,5,2420,11,1661187319,0,0,806,0,0,145,0,0,60,43
"Let Me Down Slowly","Alec Benjamin",1,2018,5,25,5897,19,1374581173,0,0,885,0,0,150,0,0,65,51
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466,17,60,28,1,44,90,0,0,60,13
"Do I Wanna Know?","Arctic Monkeys",1,2013,1,1,33783,26,1788326445,133,92,"2,733",1,26,85,0,0,55,42
Demons,"Imagine Dragons",1,2012,1,1,26694,13,1840364617,65,82,"3,425",4,13,180,0,0,33,38
ýýýýýýýýýýýý,YOASOBI,1,2023,4,12,356,16,143573775,35,102,8,1,117,166,0,0,57,84
Reminder,"The Weeknd",1,2016,11,25,6518,17,684675814,45,85,238,1,47,160,0,0,71,40
"Shake It Off","Taylor Swift",1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,20,160,0,0,65,95
"Why'd You Only Call Me When You're High?","Arctic Monkeys",1,2013,1,1,23389,29,1267333350,54,70,"1,089",2,1,92,0,0,70,81
SNAP,"Rosa Linn",1,2022,3,19,3202,18,726307468,148,80,226,24,0,170,0,0,56,53
"Shape of You","Ed Sheeran",1,2017,1,6,32181,10,2147483647,33,0,"6,808",7,0,96,0,0,83,93
"Night Changes","One Direction",1,2014,11,17,7124,18,1131090940,60,20,2,0,0,120,0,0,67,40
"Fin de Semana","Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,6,1,30,98,0,0,70,37
Creep,Radiohead,1,1992,9,21,36724,7,1271293243,146,72,"6,807",5,80,92,0,0,53,12
"Car's Outside","James Arthur",1,2019,10,18,794,10,265882712,38,25,61,0,263,150,0,0,34,24
Apocalypse,"Cigarettes After Sex",1,2017,3,21,13091,17,841749534,61,96,790,2,116,94,0,0,37,17
Cheques,Shubh,1,2023,5,19,67,8,47956378,7,10,0,0,57,90,0,0,74,36
"Pink + White","Frank Ocean",1,2016,8,20,21574,30,806397070,112,68,266,1,39,160,0,0,54,54
Circles,"Post Malone",1,2019,8,30,19664,16,2132335812,391,73,633,3,37,120,0,0,70,59
"Just The Way You Are","Bruno Mars",1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,0,109,0,0,63,46
"Take Me To Church",Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,0,129,0,0,57,41
"Bebe Dame","Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,111,157,0,0,54,75
"You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve","Taylor Swift",1,2021,4,9,2619,12,350381515,47,90,1,0,7,130,0,0,63,49
"Titi Me Preguntï¿","Bad Bunny",1,2022,5,6,9037,42,1264310836,124,133,139,14,166,107,0,0,65,19
"Better Than Revenge (Taylor's Version)","Taylor Swift",1,2023,7,7,86,11,30343206,3,33,3,0,1,146,0,0,50,67
"Shut up My Moms Calling","Hotel Ugly",1,2020,2,10,1788,14,405136812,1,50,19,0,19,139,0,0,48,37
"Have You Ever Seen The Rain?","Creedence Clearwater Revival",1,1968,7,1,15890,14,1145727611,71,37,653,0,167,116,0,0,74,76
"Es un Secreto","Plan B",1,2010,7,20,492,36,540654286,4,3,19,0,0,95,0,0,84,52
"POLARIS - Remix","Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,20,46,21,8,99,170,0,0,62,55
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,51,134,0,0,81,18
"Take On Me",a-ha,1,1984,10,19,44927,17,1479115056,34,0,"5,108",6,0,84,0,0,57,86
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,13,46,20,1,10,146,0,0,61,20
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,22,18,15,1,0,74,0,0,53,24
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076,37,50,79,11,31,144,0,0,75,35
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136,0,0,77,79
"Phir Aur Kya Chahiye (From "Zara Hatke Zara Bachke")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,6,71,1,0,31,100,0,0,56,53
S-Class,"Stray Kids",1,2023,6,2,290,19,65496046,9,101,5,0,73,105,0,0,89,67
"Hits Different","Taylor Swift",1,2023,5,26,547,0,68616963,15,15,6,0,0,106,0,0,67,24
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,21,2,26,132,0,0,85,53
"Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray)","Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,18,41,5,0,19,120,0,0,78,5
"Area Codes","Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,44,34,25,1,171,155,0,0,82,51
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133,8,60,4,1,109,129,0,0,70,42
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,10,79,2,0,42,135,0,0,80,85
"Piï¿½ï¿½man Deï¿","Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589,5,6,4,1,33,98,0,0,73,45
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,69,124,0,0,84,64
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,5,17,5,0,0,135,0,0,77,28
"Eyes Closed","Ed Sheeran",1,2023,3,23,2915,30,195576623,116,69,107,3,675,107,0,0,78,39
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,348,96,0,0,54,25
"La Jumpa","Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,8,123,0,0,71,58
"Karma (feat. Ice Spice)","Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,23,21,31,0,0,90,0,0,62,7
"Superhero (Heroes & Villains) [with Future & Chris Brown]","Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,36,117,0,0,72,45
"Las Morras","BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,8,78,4,1,1,133,0,0,78,90
"CHORRITO PA LAS ANIMAS",Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,3,96,0,0,74,61
"Ch y la Pizza","Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,8,3,14,149,0,0,66,85
"Snow On The Beach (feat. More Lana Del Rey)","Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,1,0,9,0,0,110,0,0,66,32
